Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W
-0.008031132460166988,-0.05474283759399724,0.437661974317887,-0.003754301701585821,-0.0004808866275148717,-0.08869881551116242,0.9960513009346967
