Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W
-0.03578392901463107,0.4838092668833802,0.03263212139681575,0.0008956707876156493,3.3777184729566224e-05,-0.048465608595512424,0.998824449749008
