Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W
-0.40888402744239055,0.36721837072178587,0.03785933264359577,-0.0001360082591325914,0.0020318571871010033,-0.40647806432771505,0.9136582710611876
